,lat,lon,mass,vol,time
0,40.434092603899344,-79.92366837816975,974.811696286423,0.04026065147243378,16830
1,40.39290366505911,-80.05721399868945,920.5044649265949,0.00438723979417861,18255
2,40.460449645550646,-80.13299719125996,14.279549437603233,0.02463418294663995,7305
3,40.48086857652204,-80.03640056169868,196.37038189594813,0.007674935472388062,255
4,40.470271807581454,-79.86732852168767,69.41552413604313,0.009804948524462226,8490
5,40.509613459109225,-80.12585870150531,554.7918370049445,0.029027873948376245,23985
6,40.46664230531856,-79.91990680388099,289.9137660418114,0.03456617678667877,8025
7,40.5377657052202,-80.00368668914567,655.1259521809334,0.01584092107567217,4125
8,40.477438104945065,-79.95866103237759,397.09274412911344,0.03551251676618748,16035
9,40.43274487572321,-80.04964036015117,851.9098090362319,0.023405129836066532,11235
10,40.41777980545186,-80.07287660151569,359.5755678095774,0.014659890297616463,18045
11,40.38490224063105,-79.8098369641908,2.0472644932747475,0.011782191517746628,18195
12,40.42890431974915,-80.01783912819745,598.7722816193786,0.041290061940460754,5655
13,40.51839879212936,-79.83758472205159,774.1177115221844,0.0479660396225008,9825
14,40.62940524408312,-79.86815145792545,272.2988511211242,0.027646288004220428,14580
15,40.523370131867814,-80.2239212982968,254.90710546646855,0.018803987244852122,26655
16,40.39417853804845,-79.80738945508777,809.9837872170735,0.012015654999708237,17145
17,40.487125381117394,-80.03717694773073,573.0380233301147,0.026858874824723846,5355
18,40.508930871825385,-80.08184787275924,636.5147513830449,0.03878856745314799,8040
19,40.46432520340469,-79.94982845402859,359.7385467075962,0.013977605032392738,2505
20,40.50290819758185,-79.80643823803955,727.6565800629378,0.03164124607038438,18285
21,40.461101409634644,-79.85920612001173,45.598386188404504,0.020185657127168417,16830
22,40.47959108053198,-80.0387765775283,45.63660952401627,0.009731929031823806,1710
23,40.44006531314698,-79.86211694820594,863.5753629460603,0.032325204879219534,15030
24,40.434494497533706,-79.96209945403069,593.54908835604,0.004977843734481541,11850
25,40.46433940252108,-79.96410167564395,149.681894475976,0.028919747032804595,23460
26,40.44567550931984,-79.8844158824114,548.5744835057353,0.013535986276388657,28725
27,40.5145182938899,-79.83610710698534,777.2068099669068,0.030633587182404498,780
28,40.46371845404153,-80.02885027396302,140.45192703530807,0.046505371154785834,3780
29,40.45449290164837,-79.95494268748284,203.57459452323747,0.027478340914205743,23175
30,40.305667283442176,-80.02926754519594,311.26887471782993,0.0436565160943128,26625
31,40.45102010417285,-79.9269779481589,326.6330516277873,0.017357002846081823,7515
32,40.37231779508925,-80.22945540107875,516.2550185602112,0.014072895101932038,22830
33,40.54696345048138,-80.03106034637607,713.6961185432598,0.02796934684362234,19455
34,40.48780590473228,-79.86418199693905,620.0765484493297,0.04562000114162704,13005
35,40.39480873234713,-80.03495480359774,74.83342322487674,0.032956547063585744,19710
36,40.43936790843122,-79.89458491125605,955.9292935098991,0.01583050225049681,18615
37,40.43253450873584,-79.89535192404801,894.557542080732,0.03420025359593271,16815
38,40.453467207186215,-79.8980172938768,55.64077379668242,0.04088947876383107,14670
39,40.306544464022934,-80.01080298834552,608.5477727136808,0.00016735345810308668,27840
40,40.42271748936889,-80.00102307347767,109.59303820061162,0.024180553710000594,8565
41,40.665542034165405,-80.01246801932066,857.17165591583,0.013666401394560863,6885
42,40.39650330946093,-80.08485810176263,650.9595304117267,0.030310257987955936,11880
43,40.60884669894007,-80.08847663897157,551.5814516205938,0.0039258827686914355,23715
44,40.3078384639207,-80.01027918265629,3.050354036995495,0.04709387660656855,25005
45,40.44293899780555,-79.9706969469874,380.6551882255609,0.025871100515314983,10785
46,40.435563998839896,-79.9551801374205,797.2939040550306,0.02406172526666442,7530
47,40.460004204055025,-79.93419944017052,81.83265082990442,0.013571831764253911,7275
48,40.440873997678864,-79.96868824910254,802.9837985181973,0.022205596871906125,9465
49,40.552151633941996,-80.1953033583666,183.13878126489115,0.049300664705436724,6420
