,lat,lon,mass,vol,time
0,40.43264580375689,-79.92418088226255,710.4096370576128,0.02986145482618967,26775
1,40.39710258026182,-80.06551162152921,710.9928754351437,0.02448570569580906,21690
2,40.4709040778884,-80.14460413195974,778.5361340714429,0.005106515608367741,17340
3,40.479389882589274,-80.03988378376141,346.67519886195765,0.015857716636446396,5805
4,40.46902980791371,-79.8643778189328,108.10867819785553,0.018643034223739842,6795
5,40.515002286327466,-80.14269589444058,71.37099127066371,0.03652932193366324,20790
6,40.46938220513668,-79.92549190628172,454.6921219095613,0.04909780048512479,27945
7,40.553030893186616,-79.99829343556866,268.9573605675738,0.0006853046372524541,23640
8,40.47303170414752,-79.96167394830599,933.8906850961416,0.034409914633202664,6735
9,40.430192684310434,-80.05552589351771,894.3830869329256,0.03469337635457647,10935
10,40.42860900614638,-80.06898155788541,406.39660054769575,0.027589491309582992,23580
11,40.383070441757496,-79.80848036088312,532.2793131887942,0.035207120215590824,3300
12,40.43225640961445,-80.01114098749557,7.425902266810724,0.04045912981901813,14400
13,40.515675993041285,-79.83233520718085,203.2537965470107,0.02133669952344039,21120
14,40.608801854808284,-79.87657669520962,104.50766953613555,0.029936191101559664,21150
15,40.540295013092326,-80.22915531052088,498.80848754367423,0.0007668478496995258,22860
16,40.39810463524577,-79.81202916609875,589.7809283334437,0.013727373051848825,2670
17,40.48940389045571,-80.04128666271957,311.36341650519483,0.008105449367632,17790
18,40.50358367636082,-80.08191515992283,849.0753625119925,0.028212291272529867,3750
19,40.46519850335815,-79.95251765586026,830.2171050540094,0.03070070668848711,14910
20,40.487654503845015,-79.81664284279437,468.58393582749034,0.03404026219067125,22500
21,40.46077920963732,-79.85998042157738,955.4091815845211,0.048075717740556675,23700
22,40.47588457652624,-80.03766158243734,917.6228581044752,0.0054905712665413164,17175
23,40.44176031202544,-79.86795385727194,286.888246282628,0.027107297738073112,7500
24,40.42942449850994,-79.95205784700222,2.4988791298271584,0.010267057576324618,5130
25,40.46250880211282,-79.96529948254927,866.6027558983244,0.008584652582176305,11445
